transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,merchant_name,customer_segment,fraud_flag,fraud_type,risk_score,fraud_rule_score,ml_anomaly_score_norm,final_risk_score,final_alert_tier,rules_triggered,alert_tier,chargeback_flag,refund_flag,reversal_flag,net_pnl_impact,fraud_loss,chargeback_loss
TXN-00002657,CUST-007915,2024-08-02,1922.81,Deposit,Internet Banking,Gaming & Gambling,FanDuel,Retail,1,Friendly Fraud,100,31.21,91.38,73.34,VERY HIGH,6,Yellow,1,0,0,-2023.26,0.0,2018.95
TXN-00041461,CUST-003294,2024-07-14,32132.17,Withdrawal,Mobile Banking,Financial Services / Money Transfer,Remitly,Premium,1,Friendly Fraud,95,34.75,93.09,73.34,VERY HIGH,6,Yellow,0,0,1,-32.45,0.0,0.0
TXN-00030344,CUST-006618,2023-10-01,10633.1,Deposit,Mobile Banking,Auto & Transportation,Lyft,Retail,1,First Party Fraud,100,27.66,95.5,73.33,VERY HIGH,5,Yellow,1,0,0,-21819.47,10633.1,11164.76
TXN-00025156,CUST-007635,2023-08-06,112468.83,Wire Transfer,Mobile Banking,Financial Services / Money Transfer,Western Union,Private Banking,1,Phishing,98,27.66,97.84,73.33,VERY HIGH,5,Yellow,1,0,0,-229999.03,112468.83,118092.27
TXN-00016823,CUST-000261,2024-08-30,10592.1,Purchase,API/Open Banking,Grocery & Supermarkets,ALDI,Premium,1,Phishing,98,31.21,93.61,73.31,VERY HIGH,6,Yellow,1,0,0,-10941.98,0.0,11121.71
TXN-00049130,CUST-005228,2024-05-05,213568.79,Withdrawal,Mobile Banking,Online Marketplaces,Flipkart,Corporate,1,Synthetic Identity,100,25.53,97.91,73.31,VERY HIGH,5,Yellow,1,0,0,-438030.0,213568.79,224247.23
TXN-00040278,CUST-002373,2023-07-27,112179.73,Payment,Internet Banking,Restaurants & Food Delivery,Domino's,Private Banking,1,Mule Account,100,26.95,96.22,73.3,VERY HIGH,5,Yellow,1,0,0,-117901.2,0.0,117788.72
TXN-00004011,CUST-004928,2023-01-12,6225.59,Fee Charge,Internet Banking,Education,Khan Academy,Retail,1,Authorised Push Payment,98,32.62,91.92,73.29,VERY HIGH,6,Yellow,0,0,0,-12.91,0.0,0.0
TXN-00005488,CUST-001512,2024-11-09,58968.36,Withdrawal,Mobile Banking,Auto & Transportation,National Car,SME,1,SIM Swap,100,26.95,96.1,73.26,VERY HIGH,5,Yellow,1,0,0,-61975.89,0.0,61916.78
TXN-00026208,CUST-005196,2024-10-25,71928.96,Withdrawal,Branch,Fuel & Petroleum,Chevron,SME,1,First Party Fraud,94,32.62,96.25,73.19,VERY HIGH,6,Yellow,1,0,0,-75597.53,0.0,75525.41
TXN-00036291,CUST-007004,2023-08-28,79023.52,Payment,Internet Banking,Education,Chegg,SME,1,Phishing,94,32.62,96.24,73.19,VERY HIGH,6,Yellow,1,0,0,-83054.1,0.0,82974.7
TXN-00011643,CUST-007331,2023-05-05,12810.56,Purchase,Mobile Banking,Financial Services / Money Transfer,Remitly,Retail,1,Friendly Fraud,93,36.88,92.4,73.18,VERY HIGH,7,Yellow,0,0,0,217.53,0.0,0.0
TXN-00035743,CUST-006701,2024-01-06,44293.86,Refund,Mobile Banking,Travel & Airlines,Delta,Premium,1,SIM Swap,90,36.88,95.72,73.12,VERY HIGH,7,Yellow,0,1,0,-6733.16,0.0,0.0
TXN-00016427,CUST-000102,2024-01-05,8968.75,Chargeback,Branch,Retail / General Merchandise,Costco,Premium,1,Phishing,98,31.91,92.04,73.08,VERY HIGH,6,Yellow,0,0,0,-18.18,0.0,0.0
TXN-00008464,CUST-006879,2024-01-12,28318.14,Deposit,Internet Banking,Financial Services / Money Transfer,PayPal,SME,1,First Party Fraud,100,27.66,94.55,73.05,VERY HIGH,5,Yellow,1,0,0,-58109.25,28318.14,29734.05
TXN-00047819,CUST-002328,2023-11-23,7346.63,Purchase,Internet Banking,Grocery & Supermarkets,ALDI,Retail,1,Account Takeover,100,28.37,93.69,73.04,VERY HIGH,5,Yellow,1,0,0,-7589.3,0.0,7713.96
TXN-00014768,CUST-004067,2024-10-01,5502.84,Fee Charge,ATM,Restaurants & Food Delivery,McDonald's,Retail,1,Account Takeover,96,32.62,93.37,73.03,VERY HIGH,6,Yellow,0,0,0,-5514.31,5502.84,0.0
TXN-00044752,CUST-003125,2023-09-14,51143.49,Deposit,POS Terminal,Grocery & Supermarkets,Sainsbury's,SME,1,Phishing,100,26.95,95.3,73.02,VERY HIGH,5,Yellow,1,0,0,-53803.41,0.0,53700.66
TXN-00015362,CUST-006700,2023-04-02,5578.71,Payment,POS Terminal,Financial Services / Money Transfer,MoneyGram,Retail,1,First Party Fraud,97,33.33,91.27,73.0,VERY HIGH,6,Yellow,0,0,0,-6.06,0.0,0.0
TXN-00048195,CUST-002592,2023-07-15,190868.49,Card Not Present,Mobile Banking,Retail / General Merchandise,Amazon,SME,1,Account Takeover,93,32.62,96.78,73.0,VERY HIGH,6,Yellow,1,0,0,-200412.18,0.0,200411.91
TXN-00026476,CUST-001872,2023-03-07,4575.27,Purchase,Internet Banking,Electronics & Technology,Apple Store,Retail,1,Identity Theft,91,36.88,94.12,72.99,VERY HIGH,7,Yellow,0,0,1,-4497.88,4575.27,0.0
TXN-00000532,CUST-007312,2023-08-15,2867.45,Payment,Mobile Banking,Online Marketplaces,Flipkart,Premium,1,Authorised Push Payment,100,29.08,92.72,72.99,VERY HIGH,6,Yellow,1,0,0,-3013.94,0.0,3010.82
TXN-00046083,CUST-002117,2024-03-28,4742.2,Refund,API/Open Banking,Electronics & Technology,Best Buy,Retail,1,Mule Account,90,37.59,94.45,72.99,VERY HIGH,7,Yellow,0,1,0,-5463.16,4742.2,0.0
TXN-00021393,CUST-005022,2024-01-28,10873.93,Withdrawal,Internet Banking,Restaurants & Food Delivery,Domino's,Retail,1,Friendly Fraud,97,32.62,92.0,72.97,VERY HIGH,6,Yellow,0,0,0,-11.0,0.0,0.0
TXN-00016997,CUST-001960,2024-11-12,96327.85,Purchase,Mobile Banking,Fuel & Petroleum,Shell,SME,1,Account Takeover,95,29.08,98.49,72.97,VERY HIGH,5,Yellow,1,0,0,-195834.83,96327.85,101144.24
TXN-00047013,CUST-004674,2023-09-25,1882.11,Payment,ATM,Financial Services / Money Transfer,Remitly,Retail,1,SIM Swap,99,30.5,92.14,72.97,VERY HIGH,6,Yellow,0,0,1,-1884.13,1882.11,0.0
TXN-00008524,CUST-000982,2023-08-24,43108.69,Withdrawal,Internet Banking,Education,Udemy,SME,1,Synthetic Identity,100,26.95,95.03,72.94,VERY HIGH,5,Yellow,1,0,0,-45307.45,0.0,45264.12
TXN-00036264,CUST-000438,2024-05-27,123562.87,Reversal,Call Centre,Online Marketplaces,eBay,Corporate,1,SIM Swap,100,24.82,97.46,72.92,VERY HIGH,5,Yellow,1,0,1,-129988.31,0.0,129741.01
TXN-00017578,CUST-007872,2023-08-28,6392.88,Refund,Mobile Banking,Electronics & Technology,Samsung,Retail,1,First Party Fraud,93,34.75,94.02,72.92,VERY HIGH,6,Yellow,1,1,0,-7684.63,0.0,6712.52
TXN-00043639,CUST-004505,2023-09-07,11477.95,Purchase,Mobile Banking,Grocery & Supermarkets,Tesco,Premium,1,Identity Theft,100,27.66,94.06,72.9,VERY HIGH,5,Yellow,1,0,0,-23335.12,11477.95,12051.85
TXN-00029813,CUST-004475,2023-10-18,171952.03,Transfer,USSD,Grocery & Supermarkets,Kroger,Private Banking,1,Synthetic Identity,91,33.33,97.96,72.9,VERY HIGH,6,Yellow,1,0,0,-352157.86,171952.03,180549.63
TXN-00014572,CUST-006195,2024-06-21,49811.76,Withdrawal,Branch,Utilities & Telecom,Vodafone,Private Banking,1,Identity Theft,96,29.79,96.2,72.89,VERY HIGH,6,Yellow,0,0,0,-49861.72,49811.76,0.0
TXN-00001093,CUST-006329,2023-06-07,8485.21,Purchase,POS Terminal,Financial Services / Money Transfer,Wise,Premium,1,Phishing,95,31.91,94.9,72.89,VERY HIGH,6,Yellow,1,0,1,-17250.72,8485.21,8909.47
TXN-00032657,CUST-004761,2024-07-12,13100.21,Purchase,ATM,Restaurants & Food Delivery,DoorDash,Premium,1,Friendly Fraud,100,25.53,96.34,72.84,VERY HIGH,5,Yellow,1,0,1,-26632.93,13100.21,13755.22
TXN-00016531,CUST-005290,2023-05-17,46911.84,Transfer,Mobile Banking,Retail / General Merchandise,Walmart,SME,1,First Party Fraud,98,26.24,97.83,72.83,VERY HIGH,5,Yellow,1,1,0,-103112.4,46911.84,49257.43
TXN-00032786,CUST-000326,2023-03-11,143855.37,Wire Transfer,Internet Banking,Travel & Airlines,Delta,SME,1,Synthetic Identity,90,34.04,98.05,72.83,VERY HIGH,6,Yellow,0,1,0,-164714.64,143855.37,0.0
TXN-00030795,CUST-006628,2024-09-25,165413.75,Purchase,Internet Banking,Electronics & Technology,Flipkart,Private Banking,1,Friendly Fraud,94,29.08,99.1,72.81,VERY HIGH,5,Yellow,1,0,0,-336286.43,165413.75,173684.44
TXN-00044391,CUST-006051,2024-07-05,19087.15,Purchase,API/Open Banking,Healthcare & Pharmacy,Walgreens,Premium,1,Identity Theft,96,30.5,95.1,72.8,VERY HIGH,6,Yellow,1,0,1,-19717.44,0.0,20041.51
TXN-00029402,CUST-005624,2024-07-05,26162.57,Withdrawal,POS Terminal,Grocery & Supermarkets,Sainsbury's,SME,1,Card Not Present Fraud,99,26.95,95.63,72.77,VERY HIGH,5,Yellow,1,1,0,-31421.68,0.0,27470.7
TXN-00016728,CUST-000117,2023-06-06,42905.67,Deposit,USSD,Healthcare & Pharmacy,Walgreens,SME,1,Synthetic Identity,100,24.82,96.85,72.74,VERY HIGH,5,Yellow,1,0,0,-88042.75,42905.67,45050.95
TXN-00014243,CUST-000501,2023-10-31,53452.23,Interest Credit,POS Terminal,Restaurants & Food Delivery,McDonald's,Private Banking,1,Friendly Fraud,98,26.95,96.66,72.73,VERY HIGH,5,Yellow,1,0,0,-109684.11,53452.23,56124.84
TXN-00025135,CUST-007458,2023-03-20,2898.09,Purchase,Branch,Entertainment & Streaming,YouTube Premium,Retail,1,Mule Account,98,29.79,93.2,72.69,VERY HIGH,6,Yellow,0,0,0,-2849.25,2898.09,0.0
TXN-00041868,CUST-004793,2023-02-16,7459.7,Withdrawal,Mobile Banking,Grocery & Supermarkets,ALDI,Retail,1,Card Not Present Fraud,95,32.62,93.37,72.68,VERY HIGH,6,Yellow,0,0,0,-7467.55,7459.7,0.0
TXN-00010158,CUST-002873,2023-05-04,1093398.52,Withdrawal,POS Terminal,Electronics & Technology,Best Buy,Corporate,1,First Party Fraud,88,36.88,96.59,72.68,VERY HIGH,7,Yellow,0,0,0,-1093.56,0.0,0.0
TXN-00046279,CUST-003650,2024-02-09,13392.68,Deposit,Internet Banking,Retail / General Merchandise,Best Buy,NRI / Diaspora,1,Authorised Push Payment,99,28.37,93.62,72.67,VERY HIGH,6,Yellow,0,0,0,-13419.6,13392.68,0.0
TXN-00021494,CUST-005351,2023-08-27,45302.75,Refund,USSD,Healthcare & Pharmacy,Boots,SME,1,Friendly Fraud,89,36.88,95.33,72.66,VERY HIGH,7,Yellow,0,1,0,-6886.52,0.0,0.0
TXN-00009227,CUST-000549,2024-09-11,45336.15,Withdrawal,Branch,Retail / General Merchandise,Target,Premium,1,Card Not Present Fraud,97,27.66,96.78,72.66,VERY HIGH,5,Yellow,1,0,0,-92984.61,45336.15,47602.96
TXN-00031915,CUST-006190,2024-07-21,14708.81,Reversal,POS Terminal,Healthcare & Pharmacy,Walgreens,Retail,1,Mule Account,97,29.08,95.06,72.65,VERY HIGH,5,Yellow,1,0,1,-30182.74,14708.81,15444.25
TXN-00014691,CUST-001699,2023-02-12,508.3,Reversal,Mobile Banking,Financial Services / Money Transfer,Remitly,Student,1,Card Not Present Fraud,100,28.37,92.34,72.63,VERY HIGH,5,Yellow,1,0,1,-535.16,0.0,533.72
TXN-00045067,CUST-001615,2023-01-06,6505.19,Refund,Internet Banking,Electronics & Technology,Samsung,Retail,1,Phishing,90,36.88,93.96,72.6,VERY HIGH,7,Yellow,0,1,0,-988.89,0.0,0.0
TXN-00040754,CUST-001405,2023-08-10,179806.67,Interest Credit,Internet Banking,Entertainment & Streaming,Spotify,Private Banking,1,Identity Theft,92,32.62,96.58,72.59,VERY HIGH,6,Yellow,1,0,0,-189156.72,0.0,188797.0
TXN-00022077,CUST-002479,2024-12-24,4238.99,Payment,POS Terminal,Financial Services / Money Transfer,Wise,Retail,1,Identity Theft,96,32.62,91.91,72.59,VERY HIGH,6,Yellow,0,0,0,-4243.63,4238.99,0.0
TXN-00016604,CUST-003276,2024-10-10,25064.07,Reversal,Mobile Banking,Crypto Exchanges,OKX,Corporate,1,Mule Account,99,29.08,92.53,72.59,VERY HIGH,6,Yellow,0,0,1,-50.25,0.0,0.0
TXN-00009060,CUST-001183,2024-03-22,16249.76,Reversal,Internet Banking,Entertainment & Streaming,Spotify,Premium,1,Mule Account,100,26.95,93.8,72.57,VERY HIGH,5,Yellow,1,0,1,-17095.04,0.0,17062.25
TXN-00021661,CUST-003157,2023-05-15,676.63,Withdrawal,ATM,Electronics & Technology,Samsung,Student,1,Phishing,100,26.95,93.78,72.57,VERY HIGH,5,Yellow,1,0,0,-1388.23,676.63,710.46
TXN-00016145,CUST-002873,2024-07-25,892393.48,Refund,Internet Banking,Fuel & Petroleum,Chevron,Corporate,1,Card Not Present Fraud,85,39.01,97.2,72.56,VERY HIGH,7,Yellow,0,1,0,-135643.99,0.0,0.0
TXN-00028633,CUST-001705,2023-04-08,2305.27,Purchase,Internet Banking,Electronics & Technology,Currys,Retail,1,Card Not Present Fraud,95,32.62,92.96,72.56,VERY HIGH,6,Yellow,0,1,1,-307.03,0.0,0.0
TXN-00011735,CUST-000557,2023-01-14,3059.18,Withdrawal,Branch,Fuel & Petroleum,BP,Retail,1,Friendly Fraud,100,27.66,92.91,72.55,VERY HIGH,5,Yellow,1,0,0,-6274.87,3059.18,3212.14
TXN-00048596,CUST-002264,2023-06-09,7048.74,Purchase,Call Centre,Fuel & Petroleum,Chevron,Retail,1,Identity Theft,87,41.13,92.31,72.54,VERY HIGH,8,Orange,0,0,0,119.7,0.0,0.0
TXN-00038398,CUST-007231,2023-11-07,1144.72,Purchase,Mobile Banking,Financial Services / Money Transfer,Remitly,Retail,1,Mule Account,98,30.5,91.75,72.5,VERY HIGH,6,Yellow,0,0,0,-1125.59,1144.72,0.0
TXN-00029150,CUST-001630,2023-02-17,21258.37,Transfer,Internet Banking,Grocery & Supermarkets,Tesco,Premium,1,First Party Fraud,94,32.62,93.9,72.49,VERY HIGH,6,Yellow,1,0,0,-22279.13,0.0,22321.29
TXN-00030402,CUST-004587,2023-05-09,3028.6,Withdrawal,Branch,Healthcare & Pharmacy,Walgreens,Retail,1,Card Not Present Fraud,100,26.95,93.48,72.48,VERY HIGH,5,Yellow,1,0,0,-6211.9,3028.6,3180.03
TXN-00002364,CUST-004194,2023-07-30,204835.22,Purchase,Call Centre,Online Marketplaces,Alibaba,SME,1,Authorised Push Payment,95,27.66,98.43,72.46,VERY HIGH,5,Yellow,1,0,0,-211594.95,0.0,215076.98
TXN-00048283,CUST-002548,2023-07-15,4140.68,Fee Charge,Internet Banking,Restaurants & Food Delivery,DoorDash,Retail,1,Identity Theft,100,26.95,93.39,72.45,VERY HIGH,5,Yellow,1,0,0,-8497.14,4140.68,4347.71
TXN-00001225,CUST-004169,2023-10-08,13030.48,Wire Transfer,API/Open Banking,Electronics & Technology,Currys,Retail,1,Identity Theft,89,36.88,94.64,72.45,VERY HIGH,7,Yellow,1,0,0,-13617.14,0.0,13682.0
TXN-00003746,CUST-004578,2024-11-11,1824.71,Transfer,Internet Banking,Fuel & Petroleum,Chevron,Retail,1,Account Takeover,99,29.79,91.25,72.45,VERY HIGH,6,Yellow,0,0,0,-1821.25,1824.71,0.0
TXN-00024209,CUST-001906,2024-02-07,2886.15,Deposit,Branch,Healthcare & Pharmacy,Boots,Retail,1,Mule Account,100,26.95,93.19,72.39,VERY HIGH,5,Yellow,1,0,0,-5922.72,2886.15,3030.46
TXN-00019100,CUST-001840,2024-03-03,12095.42,Reversal,ATM,Hotels & Accommodation,IHG,Retail,1,First Party Fraud,97,29.08,94.13,72.37,VERY HIGH,5,Yellow,1,0,1,-24820.02,12095.42,12700.19
TXN-00048014,CUST-000509,2024-10-01,577.0,Fee Charge,API/Open Banking,Fuel & Petroleum,BP,Student,1,First Party Fraud,99,28.37,92.63,72.37,VERY HIGH,6,Yellow,1,0,0,-607.39,0.0,605.85
TXN-00006149,CUST-001879,2023-07-04,4153.7,Deposit,Mobile Banking,Fuel & Petroleum,TotalEnergies,Retail,1,SIM Swap,100,26.95,93.12,72.37,VERY HIGH,5,Yellow,1,0,0,-4370.1,0.0,4361.39
TXN-00045115,CUST-007035,2023-12-10,3331.97,Purchase,Mobile Banking,Utilities & Telecom,Comcast,Retail,1,Friendly Fraud,100,26.95,93.09,72.36,VERY HIGH,5,Yellow,1,0,0,-3483.72,0.0,3498.57
TXN-00024714,CUST-007023,2024-04-25,780.03,Purchase,POS Terminal,Retail / General Merchandise,Target,Student,1,First Party Fraud,100,27.66,92.22,72.35,VERY HIGH,5,Yellow,1,0,0,-805.9,0.0,819.03
TXN-00033221,CUST-003464,2024-01-22,9198.5,Purchase,Mobile Banking,Grocery & Supermarkets,Sainsbury's,Premium,1,First Party Fraud,100,25.53,94.68,72.34,VERY HIGH,5,Yellow,1,0,0,-18701.0,9198.5,9658.43
TXN-00031387,CUST-002108,2024-09-23,831.48,Transfer,Mobile Banking,Hotels & Accommodation,Hilton,Student,1,Account Takeover,100,26.95,93.02,72.34,VERY HIGH,5,Yellow,1,0,0,-1703.34,831.48,873.05
TXN-00049285,CUST-001230,2023-12-13,3004.58,Withdrawal,Mobile Banking,Electronics & Technology,Currys,Retail,1,Authorised Push Payment,100,26.95,93.02,72.34,VERY HIGH,5,Yellow,1,0,1,-3158.27,0.0,3154.81
TXN-00009531,CUST-007690,2024-12-06,564088.46,Transfer,Mobile Banking,Travel & Airlines,Delta,Corporate,1,Synthetic Identity,91,31.21,98.52,72.33,VERY HIGH,6,Yellow,0,0,0,-562960.5,564088.46,0.0
TXN-00013552,CUST-006774,2023-04-10,4569.86,Transfer,Internet Banking,Restaurants & Food Delivery,McDonald's,Retail,1,Mule Account,94,32.62,93.31,72.31,VERY HIGH,6,Yellow,1,0,0,-9359.2,4569.86,4798.35
TXN-00041485,CUST-004673,2023-10-29,45707.07,Transfer,POS Terminal,Retail / General Merchandise,Target,SME,1,Account Takeover,98,26.95,95.27,72.31,VERY HIGH,5,Yellow,1,0,0,-47901.33,0.0,47992.42
TXN-00006755,CUST-000604,2024-01-26,2641.4,Reversal,POS Terminal,Financial Services / Money Transfer,Wise,Retail,1,First Party Fraud,100,27.66,92.06,72.3,VERY HIGH,5,Yellow,1,0,1,-2779.12,0.0,2773.47
TXN-00034138,CUST-005218,2023-03-03,52139.56,Transfer,Mobile Banking,Electronics & Technology,Samsung,SME,1,Friendly Fraud,98,26.95,95.18,72.29,VERY HIGH,5,Yellow,1,0,0,-54642.72,0.0,54746.54
TXN-00004515,CUST-002947,2024-04-11,13930.44,Purchase,Internet Banking,Restaurants & Food Delivery,McDonald's,Premium,1,Account Takeover,98,26.95,95.2,72.29,VERY HIGH,5,Yellow,1,0,0,-28321.04,13930.44,14626.96
TXN-00000160,CUST-001190,2024-03-02,118752.39,Chargeback,Mobile Banking,Education,Chegg,SME,1,Synthetic Identity,94,29.08,97.37,72.29,VERY HIGH,5,Yellow,1,0,0,-243680.23,118752.39,124690.01
TXN-00033766,CUST-006549,2024-12-16,4842.93,Purchase,USSD,Online Marketplaces,eBay,Retail,1,First Party Fraud,89,36.88,94.07,72.28,VERY HIGH,7,Yellow,1,0,0,-9846.09,4842.93,5085.08
TXN-00048274,CUST-007352,2023-03-14,2638.95,Purchase,Mobile Banking,Grocery & Supermarkets,Sainsbury's,Retail,1,Mule Account,100,26.95,92.8,72.27,VERY HIGH,5,Yellow,1,0,0,-5365.18,2638.95,2770.9
TXN-00045185,CUST-000787,2024-07-17,520.37,Purchase,Internet Banking,Entertainment & Streaming,Apple TV+,Premium,1,SIM Swap,97,30.5,92.09,72.25,VERY HIGH,6,Yellow,1,0,0,-537.91,0.0,546.39
TXN-00043673,CUST-001541,2023-09-22,32513.75,Deposit,Call Centre,Retail / General Merchandise,Amazon,SME,1,Identity Theft,100,24.82,95.19,72.24,VERY HIGH,5,Yellow,1,0,0,-34204.75,0.0,34139.44
TXN-00011802,CUST-003262,2024-08-13,2011.44,Payment,Internet Banking,Financial Services / Money Transfer,Western Union,Premium,1,Synthetic Identity,91,35.46,93.23,72.23,VERY HIGH,7,Yellow,1,0,0,-2114.42,0.0,2112.01
TXN-00011609,CUST-001871,2023-06-14,96967.23,Withdrawal,ATM,Utilities & Telecom,Verizon,SME,1,Authorised Push Payment,90,32.62,97.7,72.23,VERY HIGH,6,Yellow,1,0,0,-198880.19,96967.23,101815.59
TXN-00033164,CUST-006914,2024-11-03,2436.68,Refund,Mobile Banking,Luxury Goods,Hermès,Retail,1,Card Not Present Fraud,89,36.88,93.92,72.23,VERY HIGH,7,Yellow,1,1,0,-2929.2,0.0,2558.51
TXN-00021593,CUST-003822,2024-01-13,2280.59,Payment,Mobile Banking,Real Estate,JLL,Retail,1,SIM Swap,100,26.95,92.64,72.22,VERY HIGH,5,Yellow,1,0,1,-2397.38,0.0,2394.62
TXN-00031528,CUST-002669,2024-11-26,173473.42,Purchase,Mobile Banking,Auto & Transportation,AutoZone,SME,1,Friendly Fraud,88,33.33,99.16,72.21,VERY HIGH,6,Yellow,0,1,0,-196545.87,173473.42,0.0
TXN-00047946,CUST-001476,2024-12-21,347155.16,Transfer,Internet Banking,Retail / General Merchandise,Amazon,Private Banking,1,Card Not Present Fraud,91,31.21,98.13,72.21,VERY HIGH,6,Yellow,0,0,0,-346461.32,347155.16,0.0
TXN-00031676,CUST-006272,2023-06-16,469.56,Transfer,Branch,Utilities & Telecom,Vodafone,Student,1,Identity Theft,100,26.95,92.54,72.19,VERY HIGH,5,Yellow,1,0,1,-492.36,0.0,493.04
TXN-00021381,CUST-002663,2024-11-18,2062.47,Withdrawal,POS Terminal,Retail / General Merchandise,Target,Retail,1,Friendly Fraud,100,25.53,94.17,72.19,VERY HIGH,5,Yellow,1,0,0,-4230.54,2062.47,2165.59
TXN-00003266,CUST-000293,2023-05-23,242302.76,Refund,USSD,Fuel & Petroleum,TotalEnergies,Corporate,1,Account Takeover,90,32.62,97.51,72.17,VERY HIGH,6,Yellow,1,1,0,-291248.04,0.0,254417.9
TXN-00027224,CUST-001933,2024-06-27,3530.6,Deposit,Mobile Banking,Gaming & Gambling,Bet365,Premium,1,First Party Fraud,94,31.91,93.68,72.17,VERY HIGH,6,Yellow,1,0,0,-7244.9,3530.6,3707.13
TXN-00017916,CUST-001758,2023-10-29,28646.22,Deposit,API/Open Banking,Fuel & Petroleum,ExxonMobil,Premium,1,Card Not Present Fraud,91,33.33,95.52,72.17,VERY HIGH,6,Yellow,1,0,0,-58782.51,28646.22,30078.53
TXN-00036507,CUST-005847,2023-12-17,2563.31,Payment,POS Terminal,Gaming & Gambling,Steam,Retail,1,Phishing,100,26.24,93.2,72.14,VERY HIGH,5,Yellow,1,0,0,-5257.84,2563.31,2691.48
TXN-00014245,CUST-003534,2023-06-08,3336.93,Transfer,ATM,Auto & Transportation,Hertz,Retail,1,Mule Account,100,26.95,92.34,72.13,VERY HIGH,5,Yellow,1,0,0,-3497.49,0.0,3503.78
TXN-00008551,CUST-001599,2023-09-16,2363.8,Deposit,Mobile Banking,Utilities & Telecom,Jio,Retail,1,Identity Theft,100,26.95,92.33,72.13,VERY HIGH,5,Yellow,1,0,0,-4850.66,2363.8,2481.99
TXN-00038621,CUST-005121,2023-06-15,3958.88,Deposit,Internet Banking,Retail / General Merchandise,Costco,Retail,1,Account Takeover,100,26.95,92.34,72.13,VERY HIGH,5,Yellow,1,0,0,-4164.99,0.0,4156.82
TXN-00014772,CUST-005231,2023-09-14,238541.3,Transfer,Branch,Government & Taxes,DMV,Private Banking,1,SIM Swap,94,29.08,96.81,72.12,VERY HIGH,5,Yellow,1,0,0,-249991.47,0.0,250468.36
TXN-00010028,CUST-002429,2023-04-18,7252.6,Purchase,API/Open Banking,Fuel & Petroleum,Chevron,Retail,1,First Party Fraud,90,37.59,91.5,72.11,VERY HIGH,7,Yellow,0,0,0,123.01,0.0,0.0
TXN-00038822,CUST-006123,2023-11-04,2275.94,Purchase,POS Terminal,Retail / General Merchandise,Best Buy,Retail,1,SIM Swap,99,26.95,93.42,72.11,VERY HIGH,5,Yellow,1,0,0,-4627.48,2275.94,2389.74
TXN-00047473,CUST-005981,2024-10-12,25585.7,Purchase,Mobile Banking,Retail / General Merchandise,Costco,Premium,1,Authorised Push Payment,95,29.08,95.57,72.1,VERY HIGH,5,Yellow,1,0,0,-52016.08,25585.7,26864.99
TXN-00047597,CUST-004187,2024-09-05,806.04,Transfer,Internet Banking,Electronics & Technology,Flipkart,Retail,1,Account Takeover,100,26.95,92.13,72.07,VERY HIGH,5,Yellow,1,0,0,-1651.2,806.04,846.34
TXN-00020633,CUST-000572,2024-05-03,97802.76,Transfer,ATM,Healthcare & Pharmacy,Walgreens,SME,1,Card Not Present Fraud,93,29.08,97.76,72.06,VERY HIGH,5,Yellow,1,0,0,-200300.21,97802.76,102692.9
TXN-00033276,CUST-005420,2023-12-14,2805.26,Payment,Mobile Banking,Utilities & Telecom,AT&T,Retail,1,Synthetic Identity,100,26.95,92.03,72.04,VERY HIGH,5,Yellow,1,0,0,-2948.62,0.0,2945.52
TXN-00040620,CUST-005912,2024-02-13,1934.81,Transfer,USSD,Grocery & Supermarkets,Kroger,Student,1,Mule Account,89,37.59,92.42,72.03,VERY HIGH,7,Yellow,0,0,0,-1931.22,1934.81,0.0
TXN-00016902,CUST-003371,2023-10-22,2914.35,Transfer,ATM,Grocery & Supermarkets,Whole Foods,Retail,1,Mule Account,99,26.95,93.16,72.03,VERY HIGH,5,Yellow,1,0,0,-5969.01,2914.35,3060.07
TXN-00035984,CUST-005067,2023-10-15,219.15,Reversal,POS Terminal,Financial Services / Money Transfer,Western Union,Premium,1,Mule Account,100,25.53,93.61,72.02,VERY HIGH,5,Yellow,1,0,1,-449.98,219.15,230.11
TXN-00035367,CUST-004123,2023-06-30,77266.55,Deposit,USSD,Retail / General Merchandise,Costco,Private Banking,1,Mule Account,97,25.53,97.12,72.02,VERY HIGH,5,Yellow,1,0,0,-158551.32,77266.55,81129.88
TXN-00048002,CUST-005450,2023-05-06,4455.85,Refund,ATM,Healthcare & Pharmacy,Apollo Pharmacy,Retail,1,First Party Fraud,91,34.75,93.36,72.02,VERY HIGH,6,Yellow,1,1,0,-5356.35,0.0,4678.64
TXN-00026001,CUST-006533,2024-03-06,459.21,Transfer,Mobile Banking,Restaurants & Food Delivery,Domino's,Student,1,First Party Fraud,100,26.24,92.74,72.01,VERY HIGH,5,Yellow,1,1,0,-1009.68,459.21,482.17
TXN-00019548,CUST-000580,2023-04-30,10558.68,Card Not Present,USSD,Electronics & Technology,Samsung,Retail,1,Friendly Fraud,90,35.46,93.63,72.0,VERY HIGH,7,Yellow,0,0,0,-0.12,0.0,0.0
TXN-00003712,CUST-005057,2023-08-27,18832.05,Chargeback,Call Centre,Real Estate,Century 21,Retail,1,Phishing,89,35.46,94.75,71.99,VERY HIGH,7,Yellow,0,0,0,-18870.03,18832.05,0.0
